LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
141475,MAKAWAO,HI,96768,713990,Limited  Liability Company(LLC),20,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Amusement and Recreation Industries
141300,KAILUA KONA,HI,96740,621111,Corporation,0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Physicians (except Mental Health Specialists)
141300,HONOLULU,HI,96817,238330,Limited  Liability Company(LLC),15,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Flooring Contractors
141300,HILO,HI,96720,444220,Corporation,24,2020-04-30T00:00:00Z,April,Umpqua Bank,HI-02,"Nursery, Garden Center, and Farm Supply Stores"
141257.5,HONOLULU,HI,96814,523930,Sole Proprietorship,10,2020-05-02T00:00:00Z,May,First Hawaiian Bank,HI-01,Investment Advice
141200,MAKAWAO,HI,96768,712110,Corporation,22,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Museums
141107,HONOLULU,HI,96813,236118,Limited  Liability Company(LLC),9,2020-05-29T00:00:00Z,May,Bank of Hawaii,HI-01,Residential Remodelers
141100,HILO,HI,96720,238210,Corporation,7,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-02,Electrical Contractors and Other Wiring Installation Contractors
141100,KAILUA,HI,96734,811121,Subchapter S Corporation,11,2020-04-29T00:00:00Z,April,First Home Bank,HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance"
141000,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),8,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Dentists
141000,WAIPAHU,HI,96797,621320,Corporation,15,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Optometrists
140914,HAIKU,HI,96708,238310,Subchapter S Corporation,8,2020-06-03T00:00:00Z,June,First Hawaiian Bank,HI-02,Drywall and Insulation Contractors
140900,KAILUA,HI,96734,999990,Limited Liability Partnership,25,2020-04-12T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Not found
140900,HONOLULU,HI,96817,624210,Corporation,13,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Community Food Services
140800,HONOLULU,HI,96814,523930,Limited  Liability Company(LLC),7,2020-04-09T00:00:00Z,April,First Hawaiian Bank,HI-01,Investment Advice
140760,HONOLULU,HI,96819,238220,Limited  Liability Company(LLC),0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
140700,HONOLULU,HI,96813,813219,Non-Profit Organization,13,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,Other Grantmaking and Giving Services
140500,HONOLULU,HI,96813,621391,Limited  Liability Company(LLC),6,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Podiatrists
140500,HONOLULU,HI,96814,541211,Corporation,9,2020-04-03T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Certified Public Accountants
140500,HONOLULU,HI,96813,621340,Limited  Liability Company(LLC),9,2020-04-03T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
140500,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),10,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Certified Public Accountants
140425,HONOLULU,HI,96813,442110,Corporation,16,2020-04-05T00:00:00Z,April,Bank of Hawaii,HI-01,Furniture Stores
140400,WAIMANALO,HI,96795,236115,Subchapter S Corporation,13,2020-04-13T00:00:00Z,April,"American Savings Bank, FSB",HI-02,New Single-Family Housing Construction (except For-Sale Builders)
140400,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),10,2020-04-03T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Certified Public Accountants
140300,HONOLULU,HI,96813,541511,Corporation,7,2020-04-15T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Custom Computer Programming Services
140300,HONOLULU,HI,96822,445299,Limited  Liability Company(LLC),84,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Specialty Food Stores
140300,HONOLULU,HI,96822,813110,Non-Profit Organization,17,2020-04-09T00:00:00Z,April,First Hawaiian Bank,HI-01,Religious Organizations
140200,HONOLULU,HI,96819,624110,Non-Profit Organization,14,2020-04-11T00:00:00Z,April,First Hawaiian Bank,HI-01,Child and Youth Services
140200,AIEA,HI,96701,238220,Corporation,11,2020-04-09T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
140145,WAIPAHU,HI,96797,238160,Limited  Liability Company(LLC),0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Roofing Contractors
140100,WAILUKU,HI,96793,541211,Sole Proprietorship,8,2020-04-12T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Certified Public Accountants
140100,KAPOLEI,HI,96707,423390,Corporation,10,2020-05-01T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Other Construction Material Merchant Wholesalers
140035,HONOLULU,HI,96816,531120,Subchapter S Corporation,0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-01,Lessors of Nonresidential Buildings (except Miniwarehouses)
140000,HONOLULU,HI,96814,442291,Corporation,9,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,Window Treatment Stores
140000,WAIPAHU,HI,96797,238220,Corporation,8,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
140000,KANEOHE,HI,96744,621210,Limited  Liability Company(LLC),13,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Dentists
140000,HONOLULU,HI,96813,722513,Corporation,25,2020-05-03T00:00:00Z,May,"Newtek Small Business Finance, Inc.",HI-01,Limited-Service Restaurants
139992.5,WAILUKU,HI,96793,441320,Subchapter S Corporation,11,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-02,Tire Dealers
139948,WAHIAWA,HI,96786,813110,Non-Profit Organization,0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-02,Religious Organizations
139900,HILO,HI,96720,221310,Corporation,16,2020-04-12T00:00:00Z,April,Central Pacific Bank,HI-02,Water Supply and Irrigation Systems
139900,KIHEI,HI,96753,621210,Limited  Liability Company(LLC),11,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Dentists
139895,HILO,HI,96720,541940,Limited  Liability Company(LLC),19,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Veterinary Services
139730,HONOLULU,HI,96814,561520,Limited  Liability Company(LLC),0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-01,Tour Operators
139700,KANEOHE,HI,96744,621210,Corporation,16,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Dentists
139600,PUUNENE,HI,96784,481211,Corporation,7,2020-04-11T00:00:00Z,April,1st Source Bank,HI-02,Nonscheduled Chartered Passenger Air Transportation
139500,KULA,HI,96790,221310,Corporation,11,2020-04-09T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Water Supply and Irrigation Systems
139500,HONOLULU,HI,96814,523930,Limited  Liability Company(LLC),8,2020-04-03T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Investment Advice
139500,HALEIWA,HI,96712,621310,Corporation,9,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-02,Offices of Chiropractors
139400,HONOLULU,HI,96813,541330,Limited  Liability Company(LLC),9,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-01,Engineering Services
139320,HONOLULU,HI,96819,423930,Limited  Liability Company(LLC),11,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Recyclable Material Merchant Wholesalers
139300,HONOLULULULU,HI,96822,238210,Subchapter S Corporation,0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,Electrical Contractors and Other Wiring Installation Contractors
139300,WAIALUA,HI,96791,813110,Non-Profit Organization,27,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-02,Religious Organizations
139282.5,KAILUA KONA,HI,96740,541940,Limited  Liability Company(LLC),12,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Veterinary Services
139265,HONOLULU,HI,96817,722513,Corporation,12,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-01,Limited-Service Restaurants
139200,HALEIWA,HI,96712,238160,Limited  Liability Company(LLC),18,2020-04-11T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Roofing Contractors
139200,HONOLULU,HI,96826,711130,Corporation,97,2020-04-03T00:00:00Z,April,First Hawaiian Bank,HI-01,Musical Groups and Artists
139116,KAPAA,HI,96746,445110,Corporation,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-02,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
139000,AIEA,HI,96701,621111,Limited  Liability Company(LLC),12,2020-04-14T00:00:00Z,April,Hawaii National Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
138910,HILO,HI,96720,445110,Subchapter S Corporation,0,2020-04-13T00:00:00Z,April,CU Hawaii FCU,HI-02,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
138800,HONOLULU,HI,96814,812990,Subchapter S Corporation,25,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,All Other Personal Services
138700,HONOLULU,HI,96822,238350,Corporation,10,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,Finish Carpentry Contractors
138521,KEALAKEKUA,HI,96750,621210,Corporation,0,2020-05-11T00:00:00Z,May,"T Bank, National Association",HI-02,Offices of Dentists
138500,KAPOLEI,HI,96707,611110,Non-Profit Organization,20,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Elementary and Secondary Schools
138300,LIHUE,HI,96766,812320,Corporation,14,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-02,Drycleaning and Laundry Services (except Coin-Operated)
138300,HONOLULU,HI,96817,722511,Limited  Liability Company(LLC),32,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Full-Service Restaurants
138262,PRINCEVILLE,HI,96722,447110,Corporation,13,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Gasoline Stations with Convenience Stores
138224,KUALAPUU,HI,96757,445110,Corporation,0,2020-07-28T00:00:00Z,July,Bank of Hawaii,HI-02,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
138200,LAHAINA,HI,96761,442210,Subchapter S Corporation,9,2020-04-09T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Floor Covering Stores
138200,MILILANI,HI,96789,812112,Limited Liability Partnership,15,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Beauty Salons
138200,HONOLULU,HI,96826,722513,Corporation,30,2020-04-03T00:00:00Z,April,Hawaii National Bank,HI-01,Limited-Service Restaurants
138200,HONOLULU,HI,96816,541330,Corporation,12,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-01,Engineering Services
138123.75,KONA,HI,96740,722511,Limited  Liability Company(LLC),34,2020-04-28T00:00:00Z,April,Northrim Bank,HI-02,Full-Service Restaurants
138100,KANEOHE,HI,96744,236220,Limited  Liability Company(LLC),11,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-02,Commercial and Institutional Building Construction
138085,KAILUA KONA,HI,96740,722511,Subchapter S Corporation,0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-02,Full-Service Restaurants
138069,MILILANI,HI,96789,111219,Limited  Liability Company(LLC),15,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Other Vegetable (except Potato) and Melon Farming
138042,LIHUE,HI,96766,446110,Corporation,12,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Pharmacies and Drug Stores
138000,KAHULUI,HI,96732,561311,Corporation,8,2020-04-04T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Employment Placement Agencies
138000,HONOLULU,HI,96819,238190,Limited  Liability Company(LLC),5,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-01,"Other Foundation, Structure, and Building Exterior Contractors"
137900,HONOLULU,HI,96817,813110,Non-Profit Organization,9,2020-04-13T00:00:00Z,April,First Hawaiian Bank,HI-01,Religious Organizations
137900,WAIPAHU,HI,96797,541940,Corporation,11,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Veterinary Services
137825,HONOLULU,HI,96821,812990,Professional Association,0,2020-05-12T00:00:00Z,May,Bank of Hawaii,HI-01,All Other Personal Services
137825,HONOLULU,HI,96813,722513,Limited  Liability Company(LLC),22,2020-04-30T00:00:00Z,April,b1Bank,HI-01,Limited-Service Restaurants
137725,HONOLULU,HI,96817,621111,Subchapter S Corporation,7,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
137700,KEAAU,HI,96749,424930,Corporation,0,2020-04-11T00:00:00Z,April,Bank of Hawaii,HI-02,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
137700,AIEA,HI,96701,423450,Limited  Liability Company(LLC),15,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-01,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
137700,KAMUELA,HI,96743,335991,Independent Contractors,12,2020-04-08T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Carbon and Graphite Product Manufacturing
137685,WAILUKU,HI,96793,812990,Corporation,0,2020-04-11T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Personal Services
137675,HONOLULU,HI,96813,446199,Corporation,0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-01,All Other Health and Personal Care Stores
137600,HONOLULU,HI,96826,624410,Non-Profit Organization,20,2020-04-29T00:00:00Z,April,First Hawaiian Bank,HI-01,Child Care Services
137500,WAILUKU,HI,96793,531390,Corporation,12,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-02,Other Activities Related to Real Estate
137500,KEAAU,HI,96749,447110,Corporation,0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-02,Gasoline Stations with Convenience Stores
137500,KAHULUI,HI,96732,811121,Corporation,13,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance"
137500,HONOLULU,HI,96814,621320,Corporation,11,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Optometrists
137500,HONOLULU,HI,96815,621111,Limited  Liability Company(LLC),7,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
137500,HONOLULU,HI,96801,541370,Corporation,12,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Surveying and Mapping (except Geophysical) Services
137500,AIEA,HI,96701,339116,Corporation,20,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Dental Laboratories
137400,KAPAA,HI,96746,561499,Corporation,0,2020-05-10T00:00:00Z,May,Central Pacific Bank,HI-02,All Other Business Support Services
137400,HONOLULU,HI,96826,813219,Non-Profit Organization,16,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Other Grantmaking and Giving Services
137300,HONOLULU,HI,96815,621111,Corporation,18,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
137242,KAMUELA,HI,96743,446191,Corporation,18,2020-05-08T00:00:00Z,May,Bank of Hawaii,HI-02,Food (Health) Supplement Stores
137200,KURTISTOWN,HI,96760,111336,Corporation,14,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-02,Fruit and Tree Nut Combination Farming
137000,HONOLULU,HI,96814,339114,Corporation,10,2020-04-16T00:00:00Z,April,First Hawaiian Bank,HI-01,Dental Equipment and Supplies Manufacturing
137000,HONOLULU,HI,96817,722513,Corporation,48,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
136800,KILAUEA,HI,96754,238990,Limited  Liability Company(LLC),10,2020-04-11T00:00:00Z,April,First Hawaiian Bank,HI-02,All Other Specialty Trade Contractors
136700,KAPAA,HI,96746,325611,Limited  Liability Company(LLC),20,2020-04-09T00:00:00Z,April,First Hawaiian Bank,HI-02,Soap and Other Detergent Manufacturing
136600,KAPOLEI,HI,96707,324121,Corporation,9,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-02,Asphalt Paving Mixture and Block Manufacturing
136545,HONOLULU,HI,96816,561520,Corporation,0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-01,Tour Operators
136500,CAPTAIN COOK,HI,96704,238330,Corporation,12,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Flooring Contractors
136400,HONOLULU,HI,96816,611511,Limited  Liability Company(LLC),21,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,Cosmetology and Barber Schools
136400,HONOLULU,HI,96816,238210,Subchapter S Corporation,8,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-01,Electrical Contractors and Other Wiring Installation Contractors
136300,HONOLULU,HI,96813,518210,Limited  Liability Company(LLC),7,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
136200,KAILUA,HI,96734,423320,Corporation,10,2020-04-08T00:00:00Z,April,"American Savings Bank, FSB",HI-02,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
136185,HONOLULU,HI,96826,722320,Corporation,23,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Caterers
136100,HILO,HI,96720,531190,Limited  Liability Company(LLC),15,2020-04-11T00:00:00Z,April,First Hawaiian Bank,HI-02,Lessors of Other Real Estate Property
136100,HONOLULU,HI,96815,531210,Corporation,8,2020-04-06T00:00:00Z,April,Bank of Hawaii,HI-01,Offices of Real Estate Agents and Brokers
136100,HONOLULU,HI,96819,811111,Subchapter S Corporation,8,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-01,General Automotive Repair
136100,HONOLULU,HI,96814,237310,Corporation,17,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,"Highway, Street, and Bridge Construction"
136070,HONOLULU,HI,96824,238220,Limited  Liability Company(LLC),0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
136000,HONOLULU,HI,96813,531390,Subchapter S Corporation,0,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-01,Other Activities Related to Real Estate
136000,KAHULUI,HI,96732,444190,Corporation,13,2020-04-04T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Other Building Material Dealers
136000,LAHAINA,HI,96761,236115,Corporation,6,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-02,New Single-Family Housing Construction (except For-Sale Builders)
136000,WAIPAHU,HI,96797,811310,Corporation,11,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-01,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
135900,HONOLULU,HI,96819,624190,Professional Association,15,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Other Individual and Family Services
135900,AIEA,HI,96701,621210,Limited  Liability Company(LLC),12,2020-04-12T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Dentists
135887,HILO,HI,96720,722513,Corporation,27,2020-04-08T00:00:00Z,April,Hawaii National Bank,HI-02,Limited-Service Restaurants
135800,LAHAINA,HI,96761,621210,Sole Proprietorship,8,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Dentists
135700,KAILUA-KONA,HI,96740,238210,Limited  Liability Company(LLC),10,2020-05-15T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Electrical Contractors and Other Wiring Installation Contractors
135500,HONOLULU,HI,96815,713990,Corporation,0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-01,All Other Amusement and Recreation Industries
135400,HONOLULU,HI,96825,236115,Corporation,11,2020-05-11T00:00:00Z,May,Hawaii National Bank,HI-01,New Single-Family Housing Construction (except For-Sale Builders)
135400,HONOLULU,HI,96819,423620,Corporation,4,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
